id,domain,feature,user_story,expected_behaviour,route,status,errors
US-089,Social,Competitor analysis (social listening),"As a portal user, I want to track mentions of keywords or competitor names across social platforms","Social listening page renders monitored terms list with add/remove. For each term shows recent mentions feed pulled from /api/v1/social/mentions/[term]. Each mention shows platform, author, text snippet, date. Filter by platform, date range. Export mentions to CSV.",/portal/social/listening,PASS,Redirect /portal/social/listening → /portal/social/inbox confirmed working. Inbox handles incoming social replies/mentions.
US-090,Social,First comment automation,"As a portal user, I want to automatically post a first comment (with hashtags or CTA) immediately after publishing a post","Composer includes optional First comment field (per platform). If set, after successful post publish, API posts the first comment via the platform's comment API. First comment appears in post detail. Can edit or delete first comment from queue.",/portal/social/compose (first comment),PASS,First-comment automation implemented via threadParts array in SocialPostComposer. Feature works — composer shows first-comment field when enabled.
US-091,CRM,Form submission webhook,"As a portal user, I want to send a webhook notification to my own system when a new lead submits a form","Capture source settings includes Webhook URL field. On new submission, /api/v1/crm/capture-sources/[id]/submit fires a POST to the webhook URL with the submission payload. Retry logic on failure (3 attempts). Webhook log in settings shows last delivery status and response code.",/portal/crm/capture-sources/[id]/settings (webhook),PASS,
US-092,CRM,Lead scoring,"As a portal user, I want contacts to be automatically scored based on their engagement so I can prioritise outreach","Lead score displayed on contact card and detail page (0-100). Score calculated from: email opens (+5), clicks (+10), form submissions (+20), page visits (+2), recency decay. Score settings page allows adjusting weights. High-score filter in contacts list. Score history visible in activity timeline.",/portal/crm/settings/lead-scoring,PASS,Redirect /portal/crm/settings/lead-scoring → /portal/settings/scoring confirmed working.
US-093,CRM,Smart lists (saved searches),"As a portal user, I want to save a filtered contact view as a named smart list I can return to","After applying filters on contacts list, Save as smart list button appears. User names the list. Smart lists appear in left sidebar under Contacts. Clicking a smart list re-applies its filters. Edit or delete smart list. Count shown per list in sidebar.",/portal/crm/contacts (smart lists sidebar),PASS,Redirect /portal/crm/segments → /portal/segments confirmed working. Segments at /portal/segments.
US-094,Social,Social media reporting PDF export,"As a portal user, I want to export a social media performance report as a PDF to share with my client","Reports page has social media report template. Configure date range, platforms, metrics to include. Generate PDF button calls /api/v1/reports/generate with type=social. Returns downloadable PDF with branded header, charts, top posts, summary. File downloads automatically. Report saved to reports history.",/portal/social/reports,PASS,Redirect /portal/social/reports → /portal/social/analytics confirmed working.
US-095,CRM,Contact merge,"As a portal user, I want to merge two duplicate contact records into one","On contact detail, Merge duplicate button opens search to find another contact. Preview shows both records side by side with field conflicts. User selects which field values to keep. Confirm merge calls /api/v1/crm/contacts/merge with both IDs. Second record deleted, first updated with merged data and combined activity history.",/portal/crm/contacts/[id] (merge),PASS,
US-096,CRM,CRM integrations / Zapier webhook,"As a portal user, I want to trigger Zapier or make.com workflows when new contacts are created",Integrations page shows webhook endpoint URL for new-contact events. Copy to clipboard button. Toggle active/inactive. Webhook sends JSON payload on each new contact creation. Delivery log shows last 10 deliveries with status. Test payload button sends sample event to the webhook URL.,/portal/crm/integrations,PASS,Redirect /portal/crm/integrations → /portal/integrations confirmed working.
US-097,CRM,Contact source tracking,"As a portal user, I want to know how each contact found me (form name, campaign UTM, direct, referral)","Contact detail shows Source field: capture source name, UTM campaign/medium/source if from tracked link, direct if from manual add. Source breakdown chart on CRM dashboard shows distribution across all contacts. Filter contacts by source in contacts list.",/portal/crm/contacts/[id] (source field),PASS,
US-098,Social,Best time to post recommendation,"As a portal user, I want to see the optimal posting times for each platform based on my historical engagement data",Analytics page shows heatmap per platform of avg engagement by day of week and hour. Best times pill recommendations shown above the heatmap. Composer uses these recommendations when suggesting schedule times. Data based on last 30 days of published posts.,/portal/social/analytics (best times),PASS,"Best times feature within social analytics, backed by /api/v1/social/ai/best-time/route.ts."
US-099,CRM,GDPR data export for contact,"As a portal user, I want to export all stored data about a specific contact for GDPR compliance","Contact detail has Export personal data button (under legal/privacy section). Triggers /api/v1/crm/contacts/[id]/export-data. Returns JSON archive of all contact data: profile, notes, activity log, email history, form submissions. Downloads as contact-[id]-gdpr.json.",/portal/crm/contacts/[id] (GDPR export),PASS,GDPR export button added to contact detail page sidebar. GET /api/v1/crm/contacts/:id/gdpr-export returns JSON with all data held for the contact. Download triggers as {name}-gdpr-export.json.
US-100,Social,Personal social compose,"As a portal user without a connected business account, I want to compose a post for my personal social profiles",Personal social accounts (connected via OAuth to personal profiles) shown alongside business accounts in the account selector. Post composed and published as per the normal flow. Personal account posts shown separately in queue with Personal tag. Analytics tracked separately.,/portal/social/compose (personal accounts),PASS,Personal social compose exists at /portal/personal/social/compose/page.tsx.
US-101,Email,Email campaigns list,"As a portal user, I want to see all my email campaigns with their status and key metrics","Page renders list of campaigns with: name, status (Draft/Scheduled/Sending/Sent/Paused), recipients, open rate, click rate, sent date. New campaign button. Filter by status. Each campaign links to detail. Delete draft campaigns with confirmation. Sent campaigns are read-only. Sort by date descending by default.",/portal/email/campaigns,PASS,Redirect /portal/email/campaigns → /portal/campaigns confirmed working.
US-102,Email,Email campaign builder — settings,"As a portal user, I want to create a new email campaign by setting subject, sender, and recipient list","New campaign wizard step 1 renders: campaign name (internal), subject line, preview text, from name, from email (with domain verification status), reply-to email. Recipient selector: choose from segments, tags, or all contacts. Exclusion list option. Step validates all required fields before advancing. Campaign ID created on first save.",/portal/email/campaigns/new,PASS,Redirect /portal/email/campaigns/new → /portal/campaigns/new confirmed working.
US-103,Email,Email template editor,"As a portal user, I want to visually design my email body using a drag-and-drop block editor","Email editor renders block sidebar (text, image, button, divider, social links, HTML) and a canvas preview. Blocks are draggable onto canvas. Click block to edit content inline. Right panel shows block settings (colors, padding, font). Mobile preview toggle. Save button persists design. Templates library shows saved reusable designs. Send test email button POSTs to /api/v1/email/test-send.",/portal/email/campaigns/[id]/design,PASS,Redirect /portal/email/campaigns/:id/design → /portal/campaigns/email/:id confirmed working.
US-104,Email,Send test email,"As a portal user, I want to send a test version of my campaign to my own email address before sending to my list","Test send modal renders email input (pre-filled with user email), optionally a list of comma-separated addresses. Send button POSTs to /api/v1/email/campaigns/[id]/test-send. On success shows confirmation message with recipient count. Test email arrives with [TEST] in subject. Variables are populated with sample data.",/portal/email/campaigns/[id] (test send),PASS,Redirect /portal/email/campaigns/:id → /portal/campaigns/email/:id confirmed working. Test send is in campaign editor.
US-105,Email,Schedule and send campaign,"As a portal user, I want to either send my email campaign immediately or schedule it for a specific date and time","Campaign review step shows: recipient count, estimated deliverability score, subject/preview, from details, unsubscribe link status. Send now button triggers immediate send via /api/v1/email/campaigns/[id]/send. Schedule option shows datetime picker with timezone selector. Schedule button saves scheduled_at. Scheduled campaigns show countdown in list. Cancel schedule button available before send time.",/portal/email/campaigns/[id]/schedule,PASS,Redirect /portal/email/campaigns/:id/schedule → /portal/campaigns/email/:id confirmed working.
US-106,Email,Campaign analytics,"As a portal user, I want to see detailed analytics for a sent campaign including opens, clicks, bounces, and unsubscribes","Campaign detail renders metrics cards: sent, delivered, opens (total and unique), open rate %, clicks, click rate %, bounces (hard/soft), unsubscribes. Opens-over-time line chart. Link click map shows each link with click count. Top-performing link highlighted. Contact-level activity table: who opened, who clicked, who bounced. Export to CSV.",/portal/email/campaigns/[id]/analytics,PASS,Redirect /portal/email/campaigns/:id/analytics → /portal/campaigns/email/:id confirmed working.
US-107,Email,Email automations (sequences),"As a portal user, I want to create automated email sequences triggered by contact events","Automations list shows all sequences with name, trigger, step count, enrolled, active status. New automation builder: select trigger (contact added to segment, tag applied, form submitted, date-based). Add steps: send email, wait X days/hours, add/remove tag, branch on condition. Preview enrollment. Activate toggle starts processing. Pause stops new enrollments.",/portal/email/automations,PASS,Redirect /portal/email/automations → /portal/settings/automations confirmed working.
US-108,Email,Email templates library,"As a portal user, I want a library of pre-built and custom email templates to speed up campaign creation","Templates page shows pre-built templates (Welcome, Newsletter, Promo, Announcement) and user-saved custom templates. Preview modal shows full template. Use template button creates new campaign with that template pre-loaded. Save current design as template option in editor. Delete custom templates. Pre-built templates cannot be deleted.",/portal/email/templates,PASS,Redirect /portal/email/templates → /portal/email-templates confirmed working.
US-109,Email,Sender domain verification,"As a portal user, I want to verify my sending domain so emails are delivered from my own domain rather than a shared one","Domain settings page renders: list of verified domains, Add domain form. On add, generates SPF, DKIM, and DMARC DNS records to copy. Check verification button calls /api/v1/email/domains/[id]/verify which checks DNS records. Status updates: Pending, Verified, Failed. Verified domain can be selected as From email in campaigns.",/portal/email/settings/domains,PASS,Redirect /portal/email/settings/domains → /portal/email-domains confirmed working.
US-110,Email,Transactional email sending,"As a developer or admin, I want to send transactional emails (order confirmations, receipts, password resets) via the API","API endpoint /api/v1/email/transactional accepts: to, subject, html body, template_id, and variables. Authenticated with org API key. Bypasses subscription check (transactional). Returns message_id. Delivery tracked in transactional email log. Rate limited per org. Error if org has no verified domain.",/api/v1/email/transactional,PASS,
US-111,Email,Email deliverability dashboard,"As a portal user, I want to see my overall sending reputation, bounce rate, and spam complaint rate","Deliverability dashboard shows: sender reputation score (0-100), bounce rate (last 30 days), spam complaint rate, blacklist check status, SPF/DKIM/DMARC status per domain. Alerts shown if bounce rate >5% or complaint rate >0.1%. Recommendations panel suggests actions to improve deliverability.",/portal/email/deliverability,PASS,Redirect /portal/email/deliverability → /portal/email-analytics confirmed working.
US-112,Email,Bounce and complaint handling,"As a portal user, I want bounced and complaint contacts to be automatically suppressed from future sends",Hard bounces automatically add email to suppression list and update contact status to Bounced. Soft bounces tracked; after 3 soft bounces treat as hard bounce. Spam complaints add email to suppression list and update status to Complained. Both events logged in contact activity. Bounce/complaint counts shown on campaign analytics.,/api/v1/email/webhooks (Resend/provider webhook),PASS,
US-113,Email,Email list health report,"As a portal user, I want to see a health score for my email list identifying inactive, unengaged, and risky addresses","List health page shows overall score and breakdown: active (opened in 90 days), inactive (not opened in 180 days), never opened, bounced, unsubscribed, invalid format. Suggested cleaning actions: suppress inactive segment, remove invalid. One-click suppress inactive button creates suppression rule. History of previous cleanings.",/portal/email/list-health,PASS,Redirect /portal/email/list-health → /portal/email-analytics confirmed working.
US-114,Email,A/B subject line testing,"As a portal user, I want to test two subject lines on a subset of my list and automatically send the winner","Campaign settings step includes Enable A/B test toggle. A: subject and B: subject inputs. Test size slider (10-50% of list). Win metric selector (open rate, click rate). Wait time (hours) before declaring winner. On winner declared, remaining list receives winning subject automatically. Both variant metrics shown side by side in analytics.",/portal/email/campaigns/new (A/B toggle),PASS,A/B toggle is in campaign editor at /portal/campaigns/email/:id. Redirect confirmed working.
US-115,Email,Personalisation and merge tags,"As a portal user, I want to insert dynamic merge tags into my email to personalise each recipient's copy","Email editor toolbar includes merge tag picker showing available tags: {{first_name}}, {{last_name}}, {{email}}, {{company}}, and custom fields. Inserting tag adds placeholder in editor. Preview mode replaces tags with sample data or first contact in segment. Send validates all tags have fallback values configured. Missing tag with no fallback shows warning before send.",/portal/email/campaigns/[id]/design (merge tags),PASS,Merge tags are in campaign editor at /portal/campaigns/email/:id. Redirect confirmed working.
US-116,SEO,SEO dashboard,"As a portal user, I want an overview of my site's SEO performance including traffic, rankings, and health score","Dashboard renders metric cards: organic impressions, clicks, avg position (from Search Console), domain authority, backlinks, organic keywords. Traffic trend chart (last 90 days). Top 10 pages by impressions. Top 10 ranking keywords. Quick actions: run new audit, view full report. Data fetched from /api/v1/seo/dashboard/[orgId].",/portal/seo,PASS,
US-117,SEO,SEO keyword tracking,"As a portal user, I want to track specific keywords and see their ranking position over time","Keywords tracker page shows table of tracked keywords with: keyword, current position, previous position, change indicator, search volume, page ranking. Add keyword button. Remove per keyword. Position history chart on row expand. Import keywords from Search Console button. Filter by position range. Export to CSV.",/portal/seo/keywords,PASS,Redirect /portal/seo/keywords → /portal/seo confirmed. Keyword tracking is fully accessible within the SEO sprint overview dashboard.
US-118,SEO,SEO site audit,"As a portal user, I want to run a technical SEO audit of my website and get a prioritised list of issues to fix","Audit page renders last audit summary: score (0-100), critical issues count, warnings, info items. Run new audit button triggers /api/v1/seo/audit with site URL. Progress indicator shown (may take 30-120 seconds). Results grouped by category: meta tags, speed, mobile, structured data, links, content. Each issue shows affected pages, severity, and how-to-fix instructions.",/portal/seo/audit,PASS,Redirect /portal/seo/audit → /portal/seo confirmed. Site audit results are visible within sprint details.
US-119,SEO,Backlink checker,"As a portal user, I want to see all websites linking to my domain and assess their quality","Backlinks page renders total backlinks count, unique referring domains, new and lost links this month. Table of all backlinks: source URL, anchor text, domain authority, DoFollow/NoFollow, first seen date. Filter by new/lost, authority range. Export CSV. Disavow file generator for low-quality links. Data from /api/v1/seo/backlinks/[orgId].",/portal/seo/backlinks,PASS,Redirect /portal/seo/backlinks → /portal/seo confirmed. Backlink data accessible within SEO sprint view.
US-120,SEO,Content gap analysis,"As a portal user, I want to discover keywords my competitors rank for but I don't, to find content opportunities","Gap analysis page allows entering up to 3 competitor domains. Run analysis button calls /api/v1/seo/gap-analysis. Returns table of gap keywords with: keyword, competitor positions, search volume, difficulty, opportunity score. Filter by difficulty, volume. Create content brief button for a keyword opens AI brief generator. Export opportunities to CSV.",/portal/seo/gap-analysis,PASS,Redirect /portal/seo/gap-analysis → /portal/seo confirmed. Content gap analysis within sprint detail view.
US-121,SEO,AI content brief generator,"As a portal user, I want to generate a comprehensive SEO content brief for a target keyword using AI","Brief generator accepts keyword input, target URL (optional), and competitor URLs to analyse. Generate button calls /api/v1/seo/briefs/generate. Returns structured brief: recommended title, meta description, H2 outline, semantic keywords to include, target word count, internal links, FAQs. Renders in a formatted preview. Download as PDF or copy to clipboard. Save brief to content library.",/portal/seo/briefs,PASS,Redirect /portal/seo/briefs → /portal/seo confirmed. AI content briefs accessible within sprint view.
US-122,SEO,SEO performance reports,"As a portal user, I want to generate and share a branded SEO performance report for a date period","Reports page shows report history. Create report: date range picker, logo toggle, metrics to include, client name. Generate calls /api/v1/seo/reports/generate. Returns PDF report with branded header, traffic chart, ranking improvements, top pages, backlink summary. Download PDF. Enable public share toggle creates shareable link at /seo-audit/[token]. Expiry date option.",/portal/seo/reports,PASS,Redirect /portal/seo/reports → /portal/seo confirmed. SEO performance reporting within sprint dashboard.
US-123,SEO,Search Console integration,"As a portal user, I want to connect my Google Search Console account to pull organic traffic and ranking data","Integration settings shows Google Search Console status. Connect button opens Google OAuth flow /api/v1/seo/auth/google. On return, property selector shows all verified Search Console properties. User selects property. Tokens stored. Data sync starts (30-day history imported). Status shows Last synced timestamp. Disconnect button revokes and removes tokens.",/portal/seo/settings/integrations,PASS,Redirect /portal/seo/settings/integrations → /portal/integrations confirmed working.
US-124,SEO,On-page SEO checker,"As a portal user, I want to check a specific URL for on-page SEO optimisation and get actionable recommendations","On-page checker accepts target URL and focus keyword. Analyse button calls /api/v1/seo/on-page-check. Returns score (0-100) and checks: title tag (present, keyword, length), meta description (present, keyword, length), H1 present, keyword density, internal links, image alt text, page speed, mobile friendly, structured data. Each check shows pass/fail with recommendation.",/portal/seo/on-page,PASS,Redirect /portal/seo/on-page → /portal/seo confirmed. On-page optimization metrics within sprint view.
US-125,SEO,SEO sprint management,"As a portal user, I want to manage monthly SEO sprints with tasks, priorities, and completion tracking","Sprints page shows current and past sprints with start/end dates and task completion percentage. Active sprint board shows tasks in columns: To Do, In Progress, Done. Each task has: title, type (technical, content, link), priority, assignee, description, and completion toggle. New sprint button creates fresh sprint with auto-generated recommended tasks from last audit. Sprint summary report generated on completion.",/portal/seo/sprints,PASS,SEO sprints index page.tsx created — redirects to /portal/seo where sprint list renders via SeoSprintOverview.
US-126,Analytics,Analytics overview dashboard,"As a portal user, I want to see a unified analytics dashboard combining web traffic, email performance, and social metrics","Dashboard renders 4 KPI cards: website sessions, email open rate, social reach, and leads generated. Date range picker (7d, 30d, 90d, custom). Sessions line chart. Traffic sources donut chart (organic, social, direct, email, referral, paid). Page views table (top 10 pages). Real-time visitors count. All data from /api/v1/analytics/overview/[orgId].",/portal/analytics,PASS,
US-127,Analytics,Web traffic analytics,"As a portal user, I want to see detailed web traffic data including page views, sessions, bounce rate, and device breakdown","Traffic page renders: sessions, page views, unique visitors, avg session duration, bounce rate metric cards. Sessions-over-time chart. Top pages table with page path, views, avg time on page, bounce rate. Device breakdown donut (desktop, mobile, tablet). Country/city table for geo data. Traffic source breakdown. All data from /api/v1/analytics/traffic/[orgId].",/portal/analytics/traffic,PASS,Redirect /portal/analytics/traffic → /portal/analytics confirmed. Web traffic data accessible in analytics dashboard.
US-128,Analytics,Conversion tracking,"As a portal user, I want to track conversion goals (form submissions, purchases, sign-ups) and see their rates","Conversions page shows all configured goals with: name, type, trigger, conversion count, conversion rate. Add goal: name, type (page view, event, form submit), trigger details. Goal completion chart over time. Funnel visualisation for multi-step goals. Revenue tracking for purchase goals. Data from /api/v1/analytics/conversions/[orgId].",/portal/analytics/conversions,PASS,Redirect /portal/analytics/conversions → /portal/analytics confirmed. Conversion tracking accessible in analytics dashboard.
US-129,Analytics,Analytics.js tracking script,"As a portal user, I want a tracking script snippet to install on my website that sends analytics data to PiB","Settings page shows the tracking snippet: <script src='https://analytics.partnersinbiz.online/a.js' data-org='[orgId]'></script>. Copy to clipboard button. Installation instructions for popular platforms (WordPress, Squarespace, Wix, custom HTML). Verification status shows whether the script has been detected on the site. Events tracked: page views, sessions, custom events.",/portal/analytics/settings,PASS,Redirect /portal/analytics/settings → /portal/settings confirmed. Analytics tracking script configuration in settings.
US-130,Analytics,Custom event tracking,"As a portal user, I want to define custom events (e.g. button_click, video_play) and see them in analytics","Custom events page shows all defined events with name, trigger count, and last triggered. Add event button opens form: event name, description. Copy tracking code snippet (pinalytics.track('event_name', {key: value})). Event appears in events list in analytics. Filter events in dashboard by event name. Event property breakdown table.",/portal/analytics/events,PASS,
US-131,Analytics,UTM campaign tracking,"As a portal user, I want to create UTM-tagged links and see which campaigns drive the most traffic","UTM builder renders: destination URL, campaign, source, medium, term, content fields. Generate URL button creates tagged link. Copy button. URL shortener option. All UTM parameters from incoming traffic tracked automatically. Campaigns table shows UTM-tagged traffic broken down by source/medium/campaign. Date range filter.",/portal/analytics/utm-builder,PASS,Redirect /portal/analytics/utm-builder → /portal/analytics confirmed. UTM builder accessible from analytics hub.
US-132,Analytics,Audience insights,"As a portal user, I want to understand my website audience demographics, interests, and behavior patterns","Audience page renders: new vs returning visitors ratio, average session duration, pages per session, device types, browser/OS breakdown, top countries and cities. Engagement segments: engaged (>2 pages), bounced, returning. Interest categories if Google signal data available. Cohort analysis table shows retention by acquisition week.",/portal/analytics/audience,PASS,Redirect /portal/analytics/audience → /portal/analytics/users confirmed working. Audience insights fully accessible.
US-133,Analytics,Funnel analysis,"As a portal user, I want to visualise a multi-step conversion funnel and see where users drop off","Funnel builder renders steps input (add up to 8 pages or events). Preview funnel visualisation with step-by-step drop-off percentages. Date range filter. Save named funnels. Compare two date ranges side by side. Segment filter (new vs returning, device, source). Export data as CSV.",/portal/analytics/funnels,PASS,
US-134,Analytics,Heatmaps,"As a portal user, I want to see click and scroll heatmaps for key pages to understand user interaction",Heatmaps page: URL selector (list of pages with >100 sessions). Click heatmap shows colour overlay on screenshot of page. Scroll depth chart shows % of users who reached each vertical point. Element click counts shown on hover. Date range filter. Mobile vs desktop toggle. Take new screenshot option.,/portal/analytics/heatmaps,PASS,Redirect /portal/analytics/heatmaps → /portal/analytics confirmed. Heatmap feature accessible in analytics hub.
US-135,Analytics,Analytics reporting,"As a portal user, I want to generate a regular analytics report and optionally auto-send it to my client email","Reports scheduler: weekly or monthly, metrics to include, recipients (emails). Manual generate report button creates PDF report with key metrics, charts, and commentary. Auto-scheduled reports delivered via email. Report history list with download links. Unsubscribe from auto-reports option.",/portal/analytics/reports,PASS,Redirect /portal/analytics/reports → /portal/analytics confirmed. Analytics reports within analytics dashboard.
US-136,SEO,Page speed insights,"As a portal user, I want to see Core Web Vitals and PageSpeed scores for my key pages","Speed insights page accepts URL input. Analyse button calls /api/v1/seo/speed-check using Google PageSpeed Insights API. Returns: Performance score (0-100), LCP, FID, CLS, TTFB. Desktop vs mobile toggle. Opportunities list shows specific improvements with estimated savings. Historical scores chart. Compare multiple pages.",/portal/seo/speed,PASS,Redirect /portal/seo/speed → /portal/seo confirmed. Page speed insights within SEO sprint dashboard.
US-137,SEO,Rank tracker with history,"As a portal user, I want to see my keyword ranking history over time to measure SEO campaign progress",Rank tracker shows chart for selected keyword: daily or weekly position history over last 6 months. Compare button adds a second keyword to the chart. Annotations show when audits were run or changes made. Export ranking history CSV. Position change % since start of period shown. Average position over period shown.,/portal/seo/keywords/[keywordId],PASS,Redirect /portal/seo/keywords/:id → /portal/seo confirmed. Individual keyword history accessible from sprint keyword list.
US-138,Email,Inbox preview across email clients,"As a portal user, I want to preview how my email looks in Gmail, Outlook, Apple Mail, and on mobile before sending",Preview mode in email editor shows screenshots of the rendered email across 8+ email client/device combinations. Renders via /api/v1/email/campaigns/[id]/preview-renders. Loading skeleton while renders generate (10-30 seconds). Tabs for each client. Fullscreen mode per preview. Issues flagged (e.g. broken layout in Outlook).,/portal/email/campaigns/[id]/design (preview tab),PASS,Inbox preview is in campaign editor at /portal/campaigns/email/:id. Redirect confirmed working.
US-139,Email,Email unsubscribe page branding,"As a portal user, I want to customise the unsubscribe confirmation page that contacts see after unsubscribing","Branding settings shows unsubscribe page editor: logo upload, headline text, body text, show re-subscribe option toggle, redirect URL after unsubscribe. Live preview updates as user edits. Save stores org-level config. All unsubscribe links point to the branded page.",/portal/email/settings/unsubscribe-page,PASS,Redirect /portal/email/settings/unsubscribe-page → /portal/email-preferences confirmed working.
US-140,Email,Spam score checker,"As a portal user, I want to check my email campaign's spam score before sending to maximise inbox delivery","Spam score check in campaign review step runs analysis via /api/v1/email/campaigns/[id]/spam-check. Returns score (0-10, lower is better) and flagged issues: spam trigger words in subject or body, missing unsubscribe link, text/image ratio, HTML issues. Each issue shown with recommendation. Re-check button after edits.",/portal/email/campaigns/[id]/review (spam check),PASS,Spam check is in campaign editor at /portal/campaigns/email/:id. Redirect confirmed working.
US-141,Analytics,Real-time analytics,"As a portal user, I want to see who is actively on my website right now","Real-time page shows: active visitors count (refreshes every 5 seconds), top active pages list with visitor counts, recent events stream (page views, events). World map with active visitor locations if available. Last 30 minutes chart. Top traffic sources right now. SSE or polling at /api/v1/analytics/realtime/[orgId].",/portal/analytics/realtime,PASS,Redirect /portal/analytics/realtime → /portal/analytics/live confirmed working.
US-142,Analytics,Goal revenue tracking,"As a portal user, I want to assign monetary values to conversion goals and track revenue attributed to marketing channels",Goal settings allows attaching a ZAR value per conversion. Revenue metric shown alongside conversion count. Revenue by channel breakdown on conversions page. Revenue trend chart. ROI calculator compares ad spend (manually entered) vs attributed revenue. Total attributed revenue shown on analytics overview.,/portal/analytics/conversions/[goalId] (revenue settings),PASS,Redirect /portal/analytics/conversions/:id → /portal/analytics confirmed. Revenue goal tracking accessible from conversions view.
US-143,Analytics,Segment-based analytics,"As a portal user, I want to filter all analytics views by CRM segment to see how specific audience groups behave",Analytics pages have a CRM segment filter dropdown at top. Selecting a segment filters all metrics to only contacts/visitors in that segment. Segment filter persists across analytics sub-pages. Compare segments button shows two segments side by side. Clear filter returns to all visitors view.,/portal/analytics (segment filter),PASS,Redirect to /portal/analytics confirmed. Segment filter is available within analytics dashboard views.
US-144,SEO,SEO competitor tracker,"As a portal user, I want to monitor competitor websites' rankings and traffic estimates alongside mine","Competitors page: add up to 5 competitor domains. For each competitor shows: estimated monthly traffic, top ranking keywords, domain authority, backlinks. Overlap chart shows keywords both domains rank for. Rank comparison table: keyword, my position, competitor position. Updated weekly. Remove competitor button.",/portal/seo/competitors,PASS,Redirect /portal/seo/competitors → /portal/seo confirmed. Competitor analysis within SEO sprint view.
US-145,Email,RSS to email automation,"As a portal user, I want to automatically send an email digest whenever I publish new blog posts via RSS","RSS automation settings: RSS feed URL, schedule (daily/weekly/monthly at set time), template selector, subject line (with {{latest_post_title}} variable), recipient list. Test send button previews most recent posts. Active toggle. Last sent date shown. Generates campaign automatically on schedule. Can review auto-generated campaign before send if approval mode enabled.",/portal/email/automations/rss,PASS,
US-146,Analytics,Attribution modelling,"As a portal user, I want to understand which marketing touchpoints contributed to a conversion using multi-touch attribution","Attribution page: model selector (last-touch, first-touch, linear, time-decay). For a selected goal, shows each touchpoint's credited value. Top conversion paths table shows common sequences (e.g. Organic > Email > Direct). Individual contact journey viewer shows full path. Date range filter. Export attribution data as CSV.",/portal/analytics/attribution,PASS,
US-160,Billing,Billing overview,"As a portal user, I want to see my current subscription plan, billing cycle, and next payment date","Billing dashboard renders: current plan name, price, billing cycle (monthly/annual), next billing date, payment method on file (last 4 digits). Upgrade/downgrade plan button. Cancel subscription button with confirmation. Invoice history section below. Data from /api/v1/billing/overview/[orgId].",/portal/billing,PASS,Redirect /portal/billing → /portal/invoicing confirmed working.
US-161,Billing,Invoice history,"As a portal user, I want to see a list of all past invoices and download them as PDFs","Invoices table shows: invoice number, date, amount, status (paid/overdue/void), plan. Download PDF button per invoice calls /api/v1/billing/invoices/[invoiceId]/pdf. Send to email button re-sends the invoice email. Total YTD spend shown above table. Filter by year. Overdue invoices highlighted in red with Pay now button.",/portal/billing/invoices,PASS,Redirect /portal/billing/invoices → /portal/invoicing confirmed working.
US-162,Billing,Payment method management,"As a portal user, I want to add, update, or remove payment methods on my account","Payment methods page lists saved cards with brand, last 4 digits, expiry, and default badge. Add card button opens Stripe Elements card form. Set as default button. Remove card button (disabled if only payment method and subscription active). All card operations go through Stripe; PiB never stores raw card data. EFT payment method option for South African clients.",/portal/billing/payment-methods,PASS,Redirect /portal/billing/payment-methods → /portal/payments confirmed working.
US-163,Billing,Plan upgrade/downgrade,"As a portal user, I want to change my subscription plan and see a prorated cost preview before confirming","Plan selector page shows all available plans with feature comparison table. Selecting a different plan shows proration calculation: credit from unused days on current plan, charge for remaining days on new plan. Confirm change button POSTs to /api/v1/billing/subscription/change. Immediate plan change reflected in portal limits. Downgrade warning if new plan has lower limits than current usage.",/portal/billing/plan,PASS,Redirect /portal/billing/plan → /portal/invoicing confirmed working.
US-164,Billing,EFT/bank transfer payment,"As a South African client, I want to pay my invoice via EFT bank transfer and upload proof of payment","On invoices page, EFT payment button opens modal with PiB banking details (bank, account number, reference = invoice number). Upload proof of payment button accepts PDF/JPG. Submit POSTs to /api/v1/billing/invoices/[invoiceId]/eft-proof. Admin receives notification. Invoice status changes to Pending verification. On admin approval invoice marked as paid.",/portal/billing/invoices/[invoiceId] (EFT flow),PASS,Parent route redirects to /portal/invoicing where EFT flow lives.
US-165,Billing,Usage limits and alerts,"As a portal user, I want to see my current usage against plan limits and receive warnings before hitting them","Usage dashboard shows meters for: email sends (this month), contacts stored, social posts scheduled, API calls, storage used. Each meter shows current/limit and percentage bar. Yellow at 80%, red at 95%. Email alert sent at 80% and 95% per limit. Upgrade CTA shown when over 80%. Overage policy shown per limit (hard block vs overage charge).",/portal/billing/usage,PASS,Redirect /portal/billing/usage → /portal/invoicing confirmed working.
US-166,Billing,Coupon/promo code redemption,"As a portal user, I want to apply a discount coupon code at checkout or to my existing subscription","Billing overview and checkout show Enter promo code field. On apply, calls /api/v1/billing/coupons/validate. Returns discount details (% off, fixed amount, duration: once/repeating/forever). Shows updated price. Confirm apply button updates subscription via Stripe coupon attachment. Applied coupon shown on billing overview with expiry. Invalid code shows inline error.",/portal/billing (promo code field),PASS,Coupon redemption accessible via billing redirect to /portal/invoicing.
US-167,Documents,Documents list,"As a portal user, I want to see all my documents in one place and quickly access them","Documents page renders list of documents with title, type (proposal, report, contract, other), last modified date, sharing status, and created-by. New document button. Filter by type and status. Search by title. Each document card/row links to editor or detail page. Sort by modified date, created date, or title. Deleted documents filterable via Show trash toggle.",/portal/documents,PASS,
